State,City,Score,Link,Employment -- State -- Sexual Orientation,Employment -- State -- Gender Identity,Employment -- County -- Sexual Orientation,Employment -- County -- Gender Identity,Employment -- City -- Sexual Orientation,Employment -- City -- Gender Identity,Housing -- State -- Sexual Orientation,Housing -- State -- Gender Identity,Housing -- County -- Sexual Orientation,Housing -- County -- Gender Identity,Housing -- City -- Sexual Orientation,Housing -- City -- Gender Identity,Public Accommodations -- State,Public Accommodations -- County,Public Accommodations -- City,All-Gender Single Occupancy Facilities -- State,All-Gender Single Occupancy Facilities -- County,All-Gender Single Occupancy Facilities -- City,Protects Youth From Conversion Therapy -- State,Protects Youth From Conversion Therapy -- County,Protects Youth From Conversion Therapy -- City,Non-Discrimination in City Employment -- City -- Sexual Orientation,Non-Discrimination in City Employment -- City -- Gender Identity,Transgender-Inclusive Healthcare Benefits -- City,City Contractor Non-Discrimination Ordinance -- City -- Sexual Orientation,City Contractor Non-Discrimination Ordinance -- City -- Gender Identity,Inclusive Workplace -- City,City Employee Domestic Partner Benefits -- City,Human Rights Commission -- County,Human Rights Commission -- City,Enforcement Mechanism in Human Rights Commission -- County,Enforcement Mechanism in Human Rights Commission -- City,LGBTQ Liaison in City Executive's Office -- City,Youth Bullying Prevention Policy for City Services -- City -- Sexual Orientation,Youth Bullying Prevention Policy for City Services -- City -- Gender Identity,City provides services to/supports LGBTQ youth -- City,City provides services to/supports LGBTQ homeless people -- City,City provides services to/supports LGBTQ elders -- City,City provides services to/supports people living with HIV/AIDS -- City,City provides services to/supports the transgender community -- City,LGBTQ Police Liaison or Task Force -- City,Reported 2016 Hates Crimes Statistics to the FBI -- City,Leadership's Public Position on LGBTQ Equality -- City,Leadership's Pro-Equality Legislative or Policy Efforts -- City,Openly LGBTQ elected or appointed municipal leaders -- City,City test limits of restrictive state law -- City,Non-Discrimination in City Employment -- County -- Sexual Orientation,Non-Discrimination in City Employment -- County -- Gender Identity,Transgender-Inclusive Healthcare Benefits -- County,City Contractor Non-Discrimination Ordinance -- County -- Sexual Orientation,City Contractor Non-Discrimination Ordinance -- County -- Gender Identity,Inclusive Workplace -- County,City Employee Domestic Partner Benefits -- County,LGBTQ Liaison in City Executive's Office -- County,Youth Bullying Prevention Policy for City Services -- County -- Sexual Orientation,Youth Bullying Prevention Policy for City Services -- County -- Gender Identity,City provides services to/supports LGBTQ youth -- County,City provides services to/supports LGBTQ homeless people -- County,City provides services to/supports LGBTQ elders -- County,City provides services to/supports people living with HIV/AIDS -- County,City provides services to/supports the transgender community -- County,LGBTQ Police Liaison or Task Force -- County,Reported 2016 Hates Crimes Statistics to the FBI -- County,Leadership's Public Position on LGBTQ Equality -- County,Leadership's Pro-Equality Legislative or Policy Efforts -- County,Openly LGBTQ elected or appointed municipal leaders -- County,City test limits of restrictive state law -- County
Alabama,Auburn,4,https://www.hrc.org/mei/search/alabama/auburn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Alabama,Birmingham,100,https://www.hrc.org/mei/search/alabama/birmingham,0,0,0,0,5,5,0,0,0,0,5,5,0,0,55,0,0,0,0,0,0,7,7,0,3,3,2,0,0,5,0,2,5,0,0,2,0,0,2,2,10,12,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
Alabama,Florence,12,https://www.hrc.org/mei/search/alabama/florence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Alabama,Hoover,12,https://www.hrc.org/mei/search/alabama/hoover,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Alabama,Huntsville,19,https://www.hrc.org/mei/search/alabama/huntsville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Alabama,Mobile,19,https://www.hrc.org/mei/search/alabama/mobile,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Alabama,Montgomery,17,https://www.hrc.org/mei/search/alabama/montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,0,0,,,,,,,,,,,,,,,,,,,,,
Alabama,Tuscaloosa,30,https://www.hrc.org/mei/search/alabama/tuscaloosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,2,0,0,,,,,,,,,,,,,,,,,,,,,
Alaska,Anchorage,84,https://www.hrc.org/mei/search/alaska/anchorage,0,0,0,0,5,5,0,0,0,0,5,5,0,0,55,0,0,0,0,0,0,7,7,6,0,0,0,0,0,5,0,2,5,0,0,0,0,0,0,0,0,12,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
Alaska,Fairbanks,21,https://www.hrc.org/mei/search/alaska/fairbanks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,,,,,,,,,,,,,,,,,,,,,
Alaska,Homer,7,https://www.hrc.org/mei/search/alaska/homer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,0,0,,,,,,,,,,,,,,,,,,,,,
Alaska,Juneau,86,https://www.hrc.org/mei/search/alaska/juneau,0,0,0,0,5,5,0,0,0,0,5,5,0,0,55,0,0,0,0,0,0,7,7,0,0,0,0,0,0,5,0,0,5,0,0,2,0,0,0,0,10,12,5,3,0,0,,,,,,,,,,,,,,,,,,,,,
Alaska,Ketchikan,0,https://www.hrc.org/mei/search/alaska/ketchikan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Alaska,Sitka,36,https://www.hrc.org/mei/search/alaska/sitka,0,0,0,0,5,5,0,0,0,0,5,5,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,,,,,,,,,,,,,,,,,,,,,
Alaska,Wasilla,12,https://www.hrc.org/mei/search/alaska/wasilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Arizona,Avondale,28,https://www.hrc.org/mei/search/arizona/avondale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,10,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Arizona,Chandler,58,https://www.hrc.org/mei/search/arizona/chandler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,3,3,0,0,0,5,0,2,5,0,0,0,0,0,0,0,10,12,2,0,2,0,,,,,,,,,,,,,,,,,,,,,
Arizona,Flagstaff,88,https://www.hrc.org/mei/search/arizona/flagstaff,0,0,0,0,5,5,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,7,7,0,3,3,2,1,0,5,0,0,5,0,0,2,0,0,2,0,10,12,5,2,2,0,,,,,,,,,,,,,,,,,,,,,
Arizona,Gilbert,55,https://www.hrc.org/mei/search/arizona/gilbert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,1,1,2,0,0,5,0,2,5,0,0,0,0,0,0,0,10,12,3,0,0,0,,,,,,,,,,,,,,,,,,,,,
Arizona,Glendale,62,https://www.hrc.org/mei/search/arizona/glendale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,3,3,2,0,0,5,0,0,5,0,0,2,0,0,0,0,10,12,3,3,0,0,,,,,,,,,,,,,,,,,,,,,
Arizona,Mesa,56,https://www.hrc.org/mei/search/arizona/mesa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,1,1,0,0,0,5,0,0,5,0,0,0,0,0,0,0,10,12,5,1,2,0,,,,,,,,,,,,,,,,,,,,,
Arizona,Peoria,23,https://www.hrc.org/mei/search/arizona/peoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Arizona,Phoenix,100,https://www.hrc.org/mei/search/arizona/phoenix,0,0,0,0,4,4,0,0,0,0,5,5,0,0,44,0,0,0,0,0,0,7,7,6,3,3,2,0,0,5,0,2,5,0,0,2,2,2,0,0,10,12,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
Arizona,Scottsdale,64,https://www.hrc.org/mei/search/arizona/scottsdale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,5,0,0,5,0,0,2,2,0,2,2,10,12,4,3,2,0,,,,,,,,,,,,,,,,,,,,,
Arizona,Tempe,100,https://www.hrc.org/mei/search/arizona/tempe,0,0,0,0,5,5,0,0,0,0,5,5,0,0,55,0,0,0,0,0,0,7,7,6,3,3,2,1,0,5,0,2,5,0,0,2,2,0,2,0,10,12,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
Arizona,Tucson,100,https://www.hrc.org/mei/search/arizona/tucson,0,0,0,0,5,5,0,0,0,0,5,5,0,0,55,0,0,0,0,2,0,7,7,6,3,3,0,0,0,5,0,2,5,0,0,2,2,2,0,0,10,12,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
Arkansas,Conway,16,https://www.hrc.org/mei/search/arkansas/conway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,
Arkansas,Eureka Springs,63,https://www.hrc.org/mei/search/arkansas/eureka-springs,0,0,0,0,5,5,0,0,0,0,5,5,0,0,55,0,0,0,0,0,0,7,7,0,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,3,0,3,,,,,,,,,,,,,,,,,,,,,
Arkansas,Fayetteville,62,https://www.hrc.org/mei/search/arkansas/fayetteville,0,0,0,0,5,5,0,0,0,0,5,5,0,0,55,0,0,0,0,0,0,7,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,3,,,,,,,,,,,,,,,,,,,,,
Arkansas,Fort Smith,14,https://www.hrc.org/mei/search/arkansas/fort-smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,,,,,,,,,,,,,,,,,,,,,
Arkansas,Jonesboro,12,https://www.hrc.org/mei/search/arkansas/jonesboro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Arkansas,Little Rock,63,https://www.hrc.org/mei/search/arkansas/little-rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,3,3,0,0,0,0,0,0,5,0,0,0,0,0,2,0,5,12,5,3,2,3,,,,,,,,,,,,,,,,,,,,,
Arkansas,North Little Rock,13,https://www.hrc.org/mei/search/arkansas/north-little-rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
Arkansas,Springdale,7,https://www.hrc.org/mei/search/arkansas/springdale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
California,Anaheim,85,https://www.hrc.org/mei/search/california/anaheim,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,7,6,3,3,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,12,3,1,2,0,,,,,,,,,,,,,,,,,,,,,
California,Bakersfield,58,https://www.hrc.org/mei/search/california/bakersfield,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
California,Berkeley,96,https://www.hrc.org/mei/search/california/berkeley,5,5,0,0,5,0,5,5,0,0,5,0,55,0,50,2,0,2,2,0,0,7,7,6,3,3,0,1,5,5,2,0,0,0,0,0,2,2,2,0,0,12,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
California,Brisbane,53,https://www.hrc.org/mei/search/california/brisbane,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
California,Cathedral City,94,https://www.hrc.org/mei/search/california/cathedral-city,5,5,0,0,5,5,5,5,0,0,5,5,55,0,55,2,0,0,2,0,0,7,7,6,3,3,2,1,0,0,0,0,5,0,0,2,0,2,2,0,10,0,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
California,Chula Vista,99,https://www.hrc.org/mei/search/california/chula-vista,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,7,6,0,0,0,1,0,5,0,0,5,0,0,2,0,0,2,0,10,12,4,2,2,0,,,,,,,,,,,,,,,,,,,,,
California,Concord,81,https://www.hrc.org/mei/search/california/concord,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,7,6,0,0,0,0,0,5,0,0,0,0,0,2,0,2,2,2,0,12,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
California,Corona,52,https://www.hrc.org/mei/search/california/corona,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
California,Elk Grove,77,https://www.hrc.org/mei/search/california/elk-grove,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,7,6,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
California,Escondido,60,https://www.hrc.org/mei/search/california/escondido,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
California,Fontana,59,https://www.hrc.org/mei/search/california/fontana,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
California,Fremont,91,https://www.hrc.org/mei/search/california/fremont,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,7,6,1,1,0,1,5,5,2,0,5,1,1,0,0,2,0,0,0,12,4,0,2,0,,,,,,,,,,,,,,,,,,,,,
California,Fresno,55,https://www.hrc.org/mei/search/california/fresno,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
California,Fullerton,77,https://www.hrc.org/mei/search/california/fullerton,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,7,6,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
California,Garden Grove,55,https://www.hrc.org/mei/search/california/garden-grove,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,2,0,,,,,,,,,,,,,,,,,,,,,
California,Glendale,70,https://www.hrc.org/mei/search/california/glendale1,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,7,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,0,0,,,,,,,,,,,,,,,,,,,,,
California,Guerneville,100,https://www.hrc.org/mei/search/california/guerneville,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,,,,,,,,5,0,2,0,,,,,,,,,,,,,,,7,7,6,1,0,0,0,5,0,0,2,0,2,2,0,10,12,2,1,2,0
California,Hayward,79,https://www.hrc.org/mei/search/california/hayward,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,7,6,3,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,12,2,1,0,0,,,,,,,,,,,,,,,,,,,,,
California,Huntington Beach,61,https://www.hrc.org/mei/search/california/huntington-beach,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,0,0,0,0,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,,,,,,,,,,,,,,,,,,,,,
California,Irvine,83,https://www.hrc.org/mei/search/california/irvine,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,0,0,1,1,0,1,5,0,2,0,5,0,0,2,0,0,2,0,10,12,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
California,Lancaster,77,https://www.hrc.org/mei/search/california/lancaster,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,0,0,3,3,0,0,5,5,0,2,0,0,0,0,0,0,0,0,10,12,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
California,Long Beach,100,https://www.hrc.org/mei/search/california/long-beach,5,5,0,0,4,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,7,6,3,3,2,1,0,5,0,2,5,0,0,2,0,0,2,0,10,12,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
California,Los Angeles,100,https://www.hrc.org/mei/search/california/los-angeles,5,5,0,0,4,0,5,5,0,0,4,0,55,0,40,2,0,0,2,0,0,7,7,6,3,3,0,1,5,5,0,2,5,0,0,2,2,0,2,2,10,12,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
California,Modesto,59,https://www.hrc.org/mei/search/california/modesto,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
California,Moreno Valley,60,https://www.hrc.org/mei/search/california/moreno-valley,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
California,Oakland,97,https://www.hrc.org/mei/search/california/oakland,5,5,0,0,5,5,5,5,0,0,5,5,55,0,55,2,0,0,2,0,0,7,7,6,1,1,0,1,5,0,0,0,5,0,0,0,0,0,0,0,10,12,5,1,2,0,,,,,,,,,,,,,,,,,,,,,
California,Oceanside,100,https://www.hrc.org/mei/search/california/oceanside,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,7,6,3,3,0,0,0,0,0,0,5,0,0,2,2,2,2,2,10,12,5,1,0,0,,,,,,,,,,,,,,,,,,,,,
California,Ontario,52,https://www.hrc.org/mei/search/california/ontario,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
California,Orange,71,https://www.hrc.org/mei/search/california/orange,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,7,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
California,Oxnard,58,https://www.hrc.org/mei/search/california/oxnard,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
California,Palm Desert,94,https://www.hrc.org/mei/search/california/palm-desert,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,7,6,1,1,0,1,0,0,0,0,5,0,0,2,2,0,2,0,10,12,3,1,0,0,,,,,,,,,,,,,,,,,,,,,
California,Palm Springs,100,https://www.hrc.org/mei/search/california/palm-springs,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,7,6,3,3,2,1,0,5,0,0,5,0,0,2,2,2,2,2,10,12,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
California,Palmdale,71,https://www.hrc.org/mei/search/california/palmdale,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,7,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
California,Pasadena,85,https://www.hrc.org/mei/search/california/pasadena,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,7,6,3,3,0,1,5,5,0,0,0,0,0,2,0,0,2,0,0,12,3,0,0,0,,,,,,,,,,,,,,,,,,,,,
California,Pomona,72,https://www.hrc.org/mei/search/california/pomona,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,7,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
California,Rancho Cucamonga,68,https://www.hrc.org/mei/search/california/rancho-cucamonga,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,7,0,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
California,Rancho Mirage,100,https://www.hrc.org/mei/search/california/rancho-mirage,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,7,6,3,3,0,0,0,0,0,0,5,0,0,2,2,2,2,2,10,12,3,1,2,0,,,,,,,,,,,,,,,,,,,,,
California,Richmond,86,https://www.hrc.org/mei/search/california/richmond,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,0,6,3,3,0,0,0,5,0,2,5,0,0,0,0,0,0,0,0,12,5,2,2,0,,,,,,,,,,,,,,,,,,,,,
California,Riverside,65,https://www.hrc.org/mei/search/california/riverside,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
California,Sacramento,100,https://www.hrc.org/mei/search/california/sacramento,5,5,0,0,4,4,5,5,0,0,4,4,55,0,44,2,0,0,2,0,0,7,7,6,3,3,2,1,0,0,0,0,5,0,0,0,2,2,2,0,10,12,5,1,2,0,,,,,,,,,,,,,,,,,,,,,
California,Salinas,59,https://www.hrc.org/mei/search/california/salinas,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
California,San Bernardino,53,https://www.hrc.org/mei/search/california/san-bernardino,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
California,San Diego,100,https://www.hrc.org/mei/search/california/san-diego,5,5,0,0,4,4,5,5,0,0,4,4,55,0,44,2,0,0,2,0,0,7,7,6,3,3,2,1,5,5,0,2,5,0,0,2,0,2,0,0,10,12,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
California,San Francisco,100,https://www.hrc.org/mei/search/california/san-francisco,5,5,5,5,5,5,5,5,5,5,5,5,55,55,55,2,0,2,2,0,0,7,7,6,3,3,2,1,0,5,0,2,5,0,0,2,2,2,2,2,10,12,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
California,San Jose,100,https://www.hrc.org/mei/search/california/san-jose,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,7,6,3,3,0,0,5,5,2,0,5,0,0,0,0,0,0,0,10,12,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
California,Santa Ana,55,https://www.hrc.org/mei/search/california/santa-ana,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,3,1,0,0,,,,,,,,,,,,,,,,,,,,,
California,Santa Clarita,64,https://www.hrc.org/mei/search/california/santa-clarita,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
California,Santa Monica,100,https://www.hrc.org/mei/search/california/santa-monica,5,5,0,0,4,0,5,5,0,0,4,0,55,0,40,2,0,0,2,0,0,7,7,6,3,3,0,1,5,0,0,0,5,0,0,0,0,0,2,0,10,12,5,3,0,0,,,,,,,,,,,,,,,,,,,,,
California,Santa Rosa,74,https://www.hrc.org/mei/search/california/santa-rosa,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,7,6,0,0,0,1,5,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
California,Signal Hill,95,https://www.hrc.org/mei/search/california/signal-hill,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,7,6,3,3,0,0,5,0,0,0,5,0,0,2,2,2,2,2,10,0,3,0,2,0,,,,,,,,,,,,,,,,,,,,,
California,Stockton,70,https://www.hrc.org/mei/search/california/stockton,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
